OBJECTID,ADDRESS,ADDR_NUM,STREETNAME,REL_LOC,SITE_NAME,BUILDING,TOWN,TOWN_ID,ZIPCODE,STATUS
323079952,578R LEXINGTON STREET,578R,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323079962,599 LEXINGTON STREET,599,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323080908,564 MAIN STREET,564,MAIN STREET,,,CHARLES RIVER COMMUNITY HEALTH - WALTHAM,WALTHAM,308,02452,ACTIVE
323080915,573-575 MAIN STREET,573-575,MAIN STREET,,,,WALTHAM,308,02452,ACTIVE
323085340,84 ROSEWOOD DRIVE,84,ROSEWOOD DRIVE,,,,WALTHAM,308,02452,ACTIVE
323085344,10 ROYAL STREET,10,ROYAL STREET,,,,WALTHAM,308,02452,ACTIVE
323085348,20 ROYAL STREET,20,ROYAL STREET,,,,WALTHAM,308,02452,ACTIVE
323085357,8-10 RUMFORD AVENUE,8-10,RUMFORD AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085358,8 RUMFORD AVENUE,8,RUMFORD AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085361,11-13 RUMFORD AVENUE,11-13,RUMFORD AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085369,18 RUMFORD AVENUE,18,RUMFORD AVENUE,,,,WALTHAM,308,02453,LINKED
323086292,415 SOUTH STREET,415,SOUTH STREET,,BRANDEIS UNIVERSITY,OLIN-SANG AMERICAN CIVILIZATION CENTER,WALTHAM,308,02453,MODIFIED
323086313,415 SOUTH STREET,415,SOUTH STREET,,BRANDEIS UNIVERSITY,HASSENFELD-KRIVOFF RESIDENCE HALL,WALTHAM,308,02453,MODIFIED
323086314,415 SOUTH STREET,415,SOUTH STREET,,BRANDEIS UNIVERSITY,SHAPIRO RESIDENCE HALL,WALTHAM,308,02453,MODIFIED
323087035,4904 STEARNS HILL ROAD,4904,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087056,5108 STEARNS HILL ROAD,5108,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087059,5111 STEARNS HILL ROAD,5111,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087065,5205 STEARNS HILL ROAD,5205,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087961,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,ADMINISTRATION BUILDING,WALTHAM,308,02452,MODIFIED
323087963,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,POWER PLANT,WALTHAM,308,02452,MODIFIED
323087964,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,MALONE PARK #22,WALTHAM,308,02452,MODIFIED
323087973,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,CHIPMAN BUILDING,WALTHAM,308,02452,MODIFIED
323087976,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,SOUTH NURSES HOME,WALTHAM,308,02452,MODIFIED
323087980,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,NORTH BUILDING,WALTHAM,308,02452,MODIFIED
323087983,200 TRAPELO ROAD,200,TRAPELO ROAD,,THE FERNALD CENTER,BROOKSIDE BUILDING,WALTHAM,308,02452,LINKED
323088946,342 WARREN STREET,342,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088949,347-349 WARREN STREET,347-349,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088950,349 WARREN STREET,349,WARREN STREET,,,,WALTHAM,308,02453,ACTIVE
323088957,24 WARWICK AVENUE,24,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088959,31 WARWICK AVENUE,31,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088964,49 WARWICK AVENUE,49,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088967,63 WARWICK AVENUE,63,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088971,75 WARWICK AVENUE,75,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088975,87 WARWICK AVENUE,87,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088984,119 WARWICK AVENUE,119,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088985,125 WARWICK AVENUE,125,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088989,139 WARWICK AVENUE,139,WARWICK AVENUE,,,,WALTHAM,308,02452,ACTIVE
323088994,13 WASHINGTON AVENUE,13,WASHINGTON AVENUE,,,,WALTHAM,308,02453,LINKED
323088995,16-18 WASHINGTON AVENUE,16-18,WASHINGTON AVENUE,,,,WALTHAM,308,02453,ACTIVE
323089001,23 WASHINGTON AVENUE,23,WASHINGTON AVENUE,,,,WALTHAM,308,02453,LINKED
323089552,51 WILDWOOD LANE,51,WILDWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323089555,65 WILDWOOD LANE,65,WILDWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323089560,14 WILLARD STREET,14,WILLARD STREET,,,,WALTHAM,308,02451,ACTIVE
323089562,23 WILLARD STREET,23,WILLARD STREET,,,,WALTHAM,308,02451,ACTIVE
323089563,24 WILLARD STREET,24,WILLARD STREET,,,,WALTHAM,308,02451,ACTIVE
323089567,33 WILLARD STREET,33,WILLARD STREET,,,,WALTHAM,308,02451,ACTIVE
323089585,25 WILLIAMS STREET,25,WILLIAMS STREET,,,,WALTHAM,308,02453,INACTIVE
323089589,38 WILLIAMS STREET,38,WILLIAMS STREET,,,,WALTHAM,308,02453,INACTIVE
323089590,40 WILLIAMS STREET,40,WILLIAMS STREET,,,,WALTHAM,308,02453,LINKED
323089601,12-14 WILLOW STREET,12-14,WILLOW STREET,,,,WALTHAM,308,02453,ACTIVE
323089610,29 WILLOW STREET,29,WILLOW STREET,,,,WALTHAM,308,02453,ACTIVE
323075316,37 DARTMOUTH STREET,37,DARTMOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323075333,8-10 DAY STREET,8-10,DAY STREET,,,,WALTHAM,308,02453,INACTIVE
323075336,12 DAY STREET,12,DAY STREET,,,,WALTHAM,308,02453,LINKED
323075339,20 DAY STREET,20,DAY STREET,,,,WALTHAM,308,02453,ACTIVE
323075340,20B DAY STREET,20B,DAY STREET,,,,WALTHAM,308,02453,ACTIVE
323075342,21 DEMEREST STREET,21,DEMEREST STREET,,,,WALTHAM,308,02452,ACTIVE
323075343,5-7 DENNISON STREET,5-7,DENNISON STREET,,,,WALTHAM,308,02453,ACTIVE
323075352,17 DENNISON STREET,17,DENNISON STREET,,,,WALTHAM,308,02453,ACTIVE
323075355,21-23 DENNISON STREET,21-23,DENNISON STREET,,,,WALTHAM,308,02453,ACTIVE
323075365,11 DERBY STREET,11,DERBY STREET,,,,WALTHAM,308,02453,ACTIVE
323075371,15 DERBY STREET,15,DERBY STREET,,,,WALTHAM,308,02453,ACTIVE
323075373,17-19 DERBY STREET,17-19,DERBY STREET,,,,WALTHAM,308,02453,ACTIVE
323075375,18 DERBY STREET,18,DERBY STREET,,,,WALTHAM,308,02453,LINKED
323076346,45 FIR AVENUE,45,FIR AVENUE,,,,WALTHAM,308,02451,ACTIVE
323076352,85 FIRST AVENUE,85,FIRST AVENUE,,,,WALTHAM,308,02451,ACTIVE
323076356,128 FIRST AVENUE,128,FIRST AVENUE,,,,WALTHAM,308,02451,UNASSIGNED
323076357,4 FISKE AVENUE,4,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076358,12 FISKE AVENUE,12,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076376,51-53 FISKE AVENUE,51-53,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076378,53 FISKE AVENUE,53,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076384,72 FISKE AVENUE,72,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076385,73 FISKE AVENUE,73,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076387,77 FISKE AVENUE,77,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323076394,97 FISKE AVENUE,97,FISKE AVENUE,,,,WALTHAM,308,02453,ACTIVE
323077357,76 GRAYMORE ROAD,76,GRAYMORE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077358,77 GRAYMORE ROAD,77,GRAYMORE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077364,107 GRAYMORE ROAD,107,GRAYMORE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077366,113 GRAYMORE ROAD,113,GRAYMORE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077367,121 GRAYMORE ROAD,121,GRAYMORE ROAD,,,,WALTHAM,308,02451,ACTIVE
323077378,21 GREEN STREET,21,GREEN STREET,,,,WALTHAM,308,02451,LINKED
323077382,30 GREEN STREET,30,GREEN STREET,,,,WALTHAM,308,02451,ACTIVE
323077385,40 GREEN STREET,40,GREEN STREET,,,,WALTHAM,308,02451,ACTIVE
323077388,14 GREENWOOD LANE,14,GREENWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323077395,31 GREENWOOD LANE,31,GREENWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323077402,53 GREENWOOD LANE,53,GREENWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323077414,102 GREENWOOD LANE,102,GREENWOOD LANE,,,,WALTHAM,308,02451,ACTIVE
323080921,593 MAIN STREET,593,MAIN STREET,,,,WALTHAM,308,02452,ACTIVE
323080935,625 MAIN STREET,625,MAIN STREET,,,,WALTHAM,308,02452,LINKED
323081901,81 MILTON STREET,81,MILTON STREET,,,,WALTHAM,308,02453,ACTIVE
323081923,48 MIRIAM ROAD,48,MIRIAM ROAD,,,,WALTHAM,308,02451,ACTIVE
323081928,65 MIRIAM ROAD,65,MIRIAM ROAD,,,,WALTHAM,308,02451,ACTIVE
323081933,85 MIRIAM ROAD,85,MIRIAM ROAD,,,,WALTHAM,308,02451,ACTIVE
323081939,14 MOKEMA AVENUE,14,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081943,23 MOKEMA AVENUE,23,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081952,42 MOKEMA AVENUE,42,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081953,45 MOKEMA AVENUE,45,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081963,80 MOKEMA AVENUE,80,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323081965,84 MOKEMA AVENUE,84,MOKEMA AVENUE,,,,WALTHAM,308,02451,ACTIVE
323082903,184 NEWTON STREET,184,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082908,191 1/2 NEWTON STREET,191 1/2,NEWTON STREET,,,,WALTHAM,308,02453,LINKED
323082913,195 1/2 NEWTON STREET,195 1/2,NEWTON STREET,,,,WALTHAM,308,02453,UNASSIGNED
323082917,198 NEWTON STREET,198,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082925,207 NEWTON STREET,207,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082934,224 NEWTON STREET,224,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082942,244-246 NEWTON STREET,244-246,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082953,268 NEWTON STREET,268,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082954,271 NEWTON STREET,271,NEWTON STREET,,,,WALTHAM,308,02453,LINKED
323082955,272 NEWTON STREET,272,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082957,285 NEWTON STREET,285,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323082960,289 NEWTON STREET,289,NEWTON STREET,,,,WALTHAM,308,02453,ACTIVE
323083923,154 PLYMPTON STREET,154,PLYMPTON STREET,,,,WALTHAM,308,02451,ACTIVE
323083942,38 POND STREET,38,POND STREET,,,,WALTHAM,308,02451,ACTIVE
323083958,60 POND STREET,60,POND STREET,,,,WALTHAM,308,02451,LINKED
323084891,392 RIVER STREET,392,RIVER STREET,,,,WALTHAM,308,02453,ACTIVE
323084893,394 RIVER STREET,394,RIVER STREET,,,,WALTHAM,308,02453,ACTIVE
323084898,402 RIVER STREET,402,RIVER STREET,,,,WALTHAM,308,02453,ACTIVE
323084905,408 RIVER STREET,408,RIVER STREET,,,,WALTHAM,308,02453,ACTIVE
323084920,7 RIVERSIDE DRIVE,7,RIVERSIDE DRIVE,,,,WALTHAM,308,02453,ACTIVE
323084929,4 RIVERVIEW AVENUE,4,RIVERVIEW AVENUE,,,,WALTHAM,308,02453,ACTIVE
323084936,20 RIVERVIEW AVENUE,20,RIVERVIEW AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085863,265 SEMINOLE AVENUE,265,SEMINOLE AVENUE,,,,WALTHAM,308,02451,ACTIVE
323085874,11 SHADE STREET,11,SHADE STREET,,,,WALTHAM,308,02452,ACTIVE
323085880,13-15 SHAKESPEARE ROAD,13-15,SHAKESPEARE ROAD,,,,WALTHAM,308,02453,LINKED
323085881,13 SHAKESPEARE ROAD,13,SHAKESPEARE ROAD,,,,WALTHAM,308,02453,LINKED
323085884,16 SHAKESPEARE ROAD,16,SHAKESPEARE ROAD,,,,WALTHAM,308,02453,ACTIVE
323085893,13-15 SHARON STREET,13-15,SHARON STREET,,,,WALTHAM,308,02453,ACTIVE
323085913,29 SHAWMUT ROAD,29,SHAWMUT ROAD,,,,WALTHAM,308,02452,ACTIVE
323085919,54 SHAWMUT ROAD,54,SHAWMUT ROAD,,,,WALTHAM,308,02452,ACTIVE
323086717,2305 STEARNS HILL ROAD,2305,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323086743,2504 STEARNS HILL ROAD,2504,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087533,72 TAYLOR STREET,72,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087536,73 TAYLOR STREET,73,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087545,82 TAYLOR STREET,82,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087556,94 TAYLOR STREET,94,TAYLOR STREET,,,,WALTHAM,308,02453,LINKED
323087567,103-105 TAYLOR STREET,103-105,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087577,113 TAYLOR STREET,113,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087579,114 TAYLOR STREET,114,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087580,115 TAYLOR STREET,115,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323087584,119 TAYLOR STREET,119,TAYLOR STREET,,,,WALTHAM,308,02453,ACTIVE
323088508,50 VERNON STREET,50,VERNON STREET,,,,WALTHAM,308,02453,ACTIVE
323078429,30 HIGH STREET,30,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078430,32 HIGH STREET,32,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078448,61 HIGH STREET,61,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078453,69 HIGH STREET,69,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078469,91 HIGH STREET,91,HIGH STREET,,,,WALTHAM,308,02453,LINKED
323078470,94 HIGH STREET,94,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078477,109-111 HIGH STREET,109-111,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078481,112 HIGH STREET,112,HIGH STREET,,,,WALTHAM,308,02453,ACTIVE
323078482,113-115 HIGH STREET,113-115,HIGH STREET,,,,WALTHAM,308,02453,LINKED
323078483,113 HIGH STREET,113,HIGH STREET,,,,WALTHAM,308,02453,LINKED
323078484,115 HIGH STREET,115,HIGH STREET,,,,WALTHAM,308,02453,LINKED
323079450,9-11 LAKEVIEW AVENUE,9-11,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079455,17 LAKEVIEW AVENUE,17,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079461,33 LAKEVIEW AVENUE,33,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079468,49 LAKEVIEW AVENUE,49,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079478,71 LAKEVIEW AVENUE,71,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079488,115 LAKEVIEW AVENUE,115,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323079489,118 LAKEVIEW AVENUE,118,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,LINKED
323079500,134 LAKEVIEW AVENUE,134,LAKEVIEW AVENUE,,,,WALTHAM,308,02451,ACTIVE
323080401,14 LIVINGSTONE LANE,14,LIVINGSTONE LANE,,,,WALTHAM,308,02453,ACTIVE
323080402,15 LIVINGSTONE LANE,15,LIVINGSTONE LANE,,,,WALTHAM,308,02453,ACTIVE
323080404,21 LIVINGSTONE LANE,21,LIVINGSTONE LANE,,,,WALTHAM,308,02453,ACTIVE
323080409,41 LIVINGSTONE LANE,41,LIVINGSTONE LANE,,,,WALTHAM,308,02453,ACTIVE
323080421,91 LONGFELLOW ROAD,91,LONGFELLOW ROAD,,,,WALTHAM,308,02453,ACTIVE
323080427,112 LONGFELLOW ROAD,112,LONGFELLOW ROAD,,,,WALTHAM,308,02453,ACTIVE
323080432,124 LONGFELLOW ROAD,124,LONGFELLOW ROAD,,,,WALTHAM,308,02453,ACTIVE
323081412,51 MARGUERITE AVENUE,51,MARGUERITE AVENUE,,,,WALTHAM,308,02452,ACTIVE
323081413,55 MARGUERITE AVENUE,55,MARGUERITE AVENUE,,,,WALTHAM,308,02452,ACTIVE
323081416,89 MARGUERITE AVENUE,89,MARGUERITE AVENUE,,,,WALTHAM,308,02452,ACTIVE
323081425,165 MARGUERITE AVENUE,165,MARGUERITE AVENUE,,,,WALTHAM,308,02452,ACTIVE
323081429,177 MARGUERITE AVENUE,177,MARGUERITE AVENUE,,,,WALTHAM,308,02452,ACTIVE
323081433,20 MARIANNE ROAD,20,MARIANNE ROAD,,,,WALTHAM,308,02452,ACTIVE
323081438,48 MARIANNE ROAD,48,MARIANNE ROAD,,,,WALTHAM,308,02452,ACTIVE
323081444,81 MARIANNE ROAD,81,MARIANNE ROAD,,,,WALTHAM,308,02452,ACTIVE
323081448,93 MARIANNE ROAD,93,MARIANNE ROAD,,,,WALTHAM,308,02452,ACTIVE
323082405,737 MOODY STREET,737,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082415,765 MOODY STREET,765,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082421,784 MOODY STREET,784,MOODY STREET,,,,WALTHAM,308,02453,LINKED
323082437,829 MOODY STREET,829,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082451,898-900 MOODY STREET,898-900,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323082461,934 MOODY STREET,934,MOODY STREET,,,,WALTHAM,308,02453,ACTIVE
323083413,20 PARK STREET,20,PARK STREET,,,,WALTHAM,308,02453,ACTIVE
323083414,22 PARK STREET,22,PARK STREET,,,,WALTHAM,308,02453,ACTIVE
323083416,30 PARK STREET,30,PARK STREET,,,,WALTHAM,308,02453,ACTIVE
323083423,17 PARKERS LANE,17,PARKERS LANE,,,,WALTHAM,308,02453,LINKED
323083425,51 PARKERS LANE,51,PARKERS LANE,,,,WALTHAM,308,02453,UNASSIGNED
323083431,38 PARKVIEW ROAD,38,PARKVIEW ROAD,,,,WALTHAM,308,02452,UNASSIGNED
323083443,94 PARKVIEW ROAD,94,PARKVIEW ROAD,,,,WALTHAM,308,02452,ACTIVE
323083449,115 PARKVIEW ROAD,115,PARKVIEW ROAD,,,,WALTHAM,308,02452,ACTIVE
323083463,39 PARMENTER ROAD,39,PARMENTER ROAD,,,,WALTHAM,308,02453,ACTIVE
323083467,44 PARMENTER ROAD,44,PARMENTER ROAD,,,,WALTHAM,308,02453,ACTIVE
323083469,45-49 PARMENTER ROAD,45-49,PARMENTER ROAD,,,,WALTHAM,308,02453,LINKED
323083470,45 PARMENTER ROAD,45,PARMENTER ROAD,,,,WALTHAM,308,02453,LINKED
323084385,37 PROSPECT STREET AVENUE,37,PROSPECT STREET AVENUE,,,,WALTHAM,308,02453,LINKED
323084399,23 RAFFAELE DRIVE,23,RAFFAELE DRIVE,,,,WALTHAM,308,02452,ACTIVE
323084424,109 RAFFAELE DRIVE,109,RAFFAELE DRIVE,,,,WALTHAM,308,02452,ACTIVE
323084434,1 RANDALL STREET,1,RANDALL STREET,,,,WALTHAM,308,02453,ACTIVE
323085370,19 RUMFORD AVENUE,19,RUMFORD AVENUE,,,,WALTHAM,308,02453,ACTIVE
323085386,39A RUMFORD AVENUE,39A,RUMFORD AVENUE,,,,WALTHAM,308,02453,UNASSIGNED
323085401,1 RUSSELL STREET,1,RUSSELL STREET,,,,WALTHAM,308,02453,LINKED
323088513,55-57 VERNON STREET,55-57,VERNON STREET,,,,WALTHAM,308,02453,ACTIVE
323088530,88 VERNON STREET,88,VERNON STREET,,,,WALTHAM,308,02453,ACTIVE
323089492,32 WHITTIER AVENUE,32,WHITTIER AVENUE,,,,WALTHAM,308,02451,ACTIVE
323089505,20 WIGHT STREET,20,WIGHT STREET,,,,WALTHAM,308,02452,ACTIVE
323089518,12 WILBUR STREET,12,WILBUR STREET,,,,WALTHAM,308,02453,ACTIVE
323089521,22 WILBUR STREET,22,WILBUR STREET,,,,WALTHAM,308,02453,ACTIVE
323089529,44 WILBUR STREET,44,WILBUR STREET,,,,WALTHAM,308,02453,ACTIVE
323089543,86 WILBUR STREET,86,WILBUR STREET,,,,WALTHAM,308,02453,ACTIVE
323074878,254 CRESCENT STREET,254,CRESCENT STREET,,,,WALTHAM,308,02453,LINKED
323074886,267-269 CRESCENT STREET,267-269,CRESCENT STREET,,,,WALTHAM,308,02453,ACTIVE
323074894,279 CRESCENT STREET,279,CRESCENT STREET,,,,WALTHAM,308,02453,LINKED
323074898,289 CRESCENT STREET,289,CRESCENT STREET,,,,WALTHAM,308,02453,LINKED
323074907,301 CRESCENT STREET,301,CRESCENT STREET,,,,WALTHAM,308,02453,ACTIVE
323074916,315 CRESCENT STREET,315,CRESCENT STREET,,,,WALTHAM,308,02453,LINKED
323074921,326 CRESCENT STREET,326,CRESCENT STREET,,,,WALTHAM,308,02453,ACTIVE
323074922,328 CRESCENT STREET,328,CRESCENT STREET,,,,WALTHAM,308,02453,ACTIVE
323074924,334 CRESCENT STREET,334,CRESCENT STREET,,,,WALTHAM,308,02453,ACTIVE
323074927,342-344 CRESCENT STREET,342-344,CRESCENT STREET,,,,WALTHAM,308,02453,LINKED
323075907,78 ELSON ROAD,78,ELSON ROAD,,,,WALTHAM,308,02451,ACTIVE
323075917,29 EMERSON ROAD,29,EMERSON ROAD,,,,WALTHAM,308,02451,ACTIVE
323075925,16 EMERY STREET,16,EMERY STREET,,,,WALTHAM,308,02451,ACTIVE
323075952,13-15 ENDICOTT STREET,13-15,ENDICOTT STREET,,,,WALTHAM,308,02453,ACTIVE
323075963,23 ESSEX STREET,23,ESSEX STREET,,,,WALTHAM,308,02451,ACTIVE
323075966,9 EVERETT STREET,9,EVERETT STREET,,,,WALTHAM,308,02453,ACTIVE
323076925,21 FULLER STREET,21,FULLER STREET,,,,WALTHAM,308,02453,ACTIVE
323076931,27 FULLER STREET,27,FULLER STREET,,,,WALTHAM,308,02453,ACTIVE
323076935,31 FULLER STREET,31,FULLER STREET,,,,WALTHAM,308,02453,ACTIVE
323076962,61-63 FULLER STREET,61-63,FULLER STREET,,,,WALTHAM,308,02453,ACTIVE
323077991,180 HARDY POND ROAD,180,HARDY POND ROAD,,,,WALTHAM,308,02451,ACTIVE
323077993,199 HARDY POND ROAD,199,HARDY POND ROAD,,,,WALTHAM,308,02451,ACTIVE
323077997,215 HARDY POND ROAD,215,HARDY POND ROAD,,,,WALTHAM,308,02451,ACTIVE
323078011,282 HARDY POND ROAD,282,HARDY POND ROAD,,,,WALTHAM,308,02451,ACTIVE
323078025,24 HARDY STREET,24,HARDY STREET,,,,WALTHAM,308,02453,ACTIVE
323078036,31 HARLAND ROAD,31,HARLAND ROAD,,,,WALTHAM,308,02453,ACTIVE
323078051,100 HARLAND ROAD,100,HARLAND ROAD,,,,WALTHAM,308,02453,ACTIVE
323079001,2 JACKSON STREET,2,JACKSON STREET,,,,WALTHAM,308,02453,ACTIVE
323079003,18 JACKSON STREET,18,JACKSON STREET,,,,WALTHAM,308,02453,ACTIVE
323079034,12 JAMES STREET,12,JAMES STREET,,,,WALTHAM,308,02451,ACTIVE
323079036,16 JAMES STREET,16,JAMES STREET,,,,WALTHAM,308,02451,ACTIVE
323079043,24 JENNINGS ROAD,24,JENNINGS ROAD,,,,WALTHAM,308,02451,ACTIVE
323079047,34 JENNINGS ROAD,34,JENNINGS ROAD,,,,WALTHAM,308,02451,ACTIVE
323079049,39 JENNINGS ROAD,39,JENNINGS ROAD,,,,WALTHAM,308,02451,ACTIVE
323079055,57 JENNINGS ROAD,57,JENNINGS ROAD,,,,WALTHAM,308,02451,ACTIVE
323079980,732 LEXINGTON STREET,732,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323079985,760 LEXINGTON STREET,760,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323079987,770 LEXINGTON STREET,770,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323079992,822 LEXINGTON STREET,822,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323079998,846 LEXINGTON STREET,846,LEXINGTON STREET,,,,WALTHAM,308,02452,LINKED
323080023,892R LEXINGTON STREET,892R,LEXINGTON STREET,,,,WALTHAM,308,02452,ACTIVE
323085412,12 RUSSELL STREET,12,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323085415,14 RUSSELL STREET,14,RUSSELL STREET,,,,WALTHAM,308,02453,UNASSIGNED
323085428,80 RUSSELL STREET,80,RUSSELL STREET,,,,WALTHAM,308,02453,ACTIVE
323086324,415 SOUTH STREET,415,SOUTH STREET,,BRANDEIS UNIVERSITY,SLOSBERG MUSIC CENTER,WALTHAM,308,02453,MODIFIED
323086329,415R SOUTH STREET,415R,SOUTH STREET,,BRANDEIS UNIVERSITY,,WALTHAM,308,02453,MODIFIED
323086334,415 SOUTH STREET,415,SOUTH STREET,,BRANDEIS UNIVERSITY,MANDEL CENTER FOR THE HUMANITIES,WALTHAM,308,02453,MODIFIED
323086340,515 SOUTH STREET,515,SOUTH STREET,,BRANDEIS UNIVERSITY,EPSTEIN BUILDING,WALTHAM,308,02453,LINKED
323086348,570-578 SOUTH STREET,570-578,SOUTH STREET,,,,WALTHAM,308,02453,LINKED
323086356,585 SOUTH STREET,585,SOUTH STREET,,,,WALTHAM,308,02453,ACTIVE
323086363,606 SOUTH STREET,606,SOUTH STREET,,CHARLESBANK GARDEN APARTMENTS,,WALTHAM,308,02453,MODIFIED
323087087,5409 STEARNS HILL ROAD,5409,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087090,5503 STEARNS HILL ROAD,5503,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
323087100,5513 STEARNS HILL ROAD,5513,STEARNS HILL ROAD,,WINDSOR VILLAGE,,WALTHAM,308,02451,ACTIVE
